Summons Number,Registration State,Plate Type,Issue Date,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Violation Precinct,Issuer Precinct,Issuer Code,Violation Time,Front Of Or Opposite,From Hours In Effect,To Hours In Effect,Vehicle Year,Feet From Curb,Violation Code
2510453443,NY,PAS,7/4/2017,SDN,HYUND,P,29370,13535,0,25,1,161461,0531P,F,ALL,ALL,2013,0,20
2524440118,NY,PAS,6/30/2017,SUBN,HONDA,P,90430,39930,30430,75,504,332045,0907A,F,0800A,0930A,2009,0,21
2527765205,NY,PAS,5/21/2017,P-U,FORD,P,20490,15010,10595,7,7,937228,0550P,O,ALL,ALL,2015,0,20
2435323891,NY,PAS,6/6/2017,SDN,CHEVR,P,11510,97510,30620,1,1,939825,1013A,F,ALL,ALL,2012,0,14
2527488148,NY,PAS,6/21/2017,SDN,,P,37462,9370,63870,63,63,952707,1043P,F,ALL,ALL,2002,0,46
2499647968,IL,PAS,6/14/2017,BUS,GMC,P,34770,10910,11010,18,18,942977,0300P,F,0700A,0700P,0,0,20
2510904019,NY,PAS,7/2/2017,VAN,TOYOT,P,0,0,0,41,41,942822,0345P,F,ALL,ALL,2015,0,20
2517278546,NY,999,6/15/2017,SDN,CHEVR,P,35270,16950,44640,122,122,954720,0624P,F,ALL,ALL,2014,0,98
2514678537,NY,PAS,6/18/2017,,NISSA,P,0,40404,40404,120,120,956065,0358P,F,ALL,ALL,2013,0,14
2527606649,NY,PAS,6/27/2017,SDN,ACURA,P,62720,27090,27120,46,46,930483,0732P,O,ALL,ALL,2008,0,46
2514741881,NY,PAS,6/15/2017,SUBN,TESLA,P,12310,17230,17250,9,804,953488,0513P,F,ALL,ALL,2017,0,98
2527354673,NY,PAS,7/15/2017,SDN,NISSA,P,28430,51630,88330,76,76,946234,0340A,F,ALL,ALL,2008,0,20
2527494513,NY,PAS,6/29/2017,SDN,AUDI,P,75530,27530,29830,84,0,961061,1202A,F,ALL,ALL,2009,0,14
2513398582,NY,PAS,7/18/2017,SDN,BMW,P,43700,21650,31100,120,120,958822,0525A,F,ALL,ALL,2017,0,98
2230209666,NY,PAS,7/5/2017,UDR,MERCU,H,26630,64830,36480,71,976,100135,0723A,F,ALL,ALL,2001,0,14
2513925235,NY,PAS,6/17/2017,SUBN,FORD,P,17390,22640,22840,107,107,955121,0840P,F,ALL,ALL,2002,0,98
2511226420,NY,PAS,6/27/2017,SUBN,BMW,P,59790,50990,41700,108,108,939502,1208P,F,ALL,ALL,2017,0,20
2514024596,NY,COM,6/27/2017,SDN,LINCO,P,0,0,0,103,103,958620,0723A,F,ALL,ALL,2007,0,14
2511972593,NY,PAS,7/18/2017,SDN,NISSA,S,40890,5795,5850,101,0,534917,1009A,F,0930A,1100A,2014,0,21
2510322919,FL,PAS,6/20/2017,SDN,ME/BE,S,49190,63290,26850,105,0,538120,0839A,F,0830A,0900A,0,0,21
2493512366,NY,PAS,6/24/2017,SUBN,HONDA,P,8820,74480,76850,46,46,954029,0650P,,ALL,ALL,2005,0,98
2515727130,NY,PAS,7/6/2017,P-U,,P,51090,26690,26740,105,105,943147,1125A,F,ALL,ALL,1988,0,40
2510602163,NY,PAS,7/2/2017,SDN,FORD,K,0,46850,0,122,5,160579,0825P,,ALL,ALL,2011,0,14
2514758612,NY,PAS,6/30/2017,SUBN,TOYOT,P,19430,10210,10110,25,0,956924,0917A,F,0700A,0700P,2007,0,20
2527165054,NY,PAS,6/13/2017,SDN,HONDA,P,70316,70276,25908,123,123,950920,0830P,F,ALL,ALL,2015,0,40
2527582128,NY,PAS,7/7/2017,SDN,TOYOT,P,28200,77150,10620,47,47,960190,0439A,F,ALL,ALL,2008,0,98
2522983947,NY,PAS,7/16/2017,SDN,TOYOT,P,36380,65030,88450,67,67,951070,0915P,F,ALL,ALL,0,0,40
2515756453,NY,PAS,7/16/2017,SDN,INFIN,P,55590,27097,27098,105,105,936662,0145P,F,ALL,ALL,2005,0,19
2517951091,PA,PAS,7/9/2017,VAN,FORD,P,37080,37130,14630,63,63,959173,0752P,O,ALL,ALL,2005,0,14
2525405884,NY,PAS,6/17/2017,SUBN,FORD,P,55363,62250,62250,110,3,160608,0333P,O,ALL,ALL,2012,0,20
2517042779,NY,PAS,7/9/2017,,TOYOT,P,33540,62200,60790,100,100,955100,0958A,F,ALL,ALL,0,0,40
2524439734,NY,PAS,6/23/2017,SUBN,CHEVR,P,45430,52730,39830,75,504,332045,0827A,F,0800A,0930A,2004,0,21
2512931721,NY,PAS,7/15/2017,SDN,BMW,P,73690,86530,72230,71,71,941623,0503P,F,ALL,ALL,2014,0,46
2510509052,NY,PAS,7/4/2017,FOUR,ACURA,P,247,0,0,33,1,160633,1132A,F,ALL,ALL,2006,0,20
2524551698,NY,PAS,6/10/2017,SUBN,HONDA,P,19090,24890,10210,23,401,901656,0425P,F,ALL,ALL,2002,0,46
2524441364,NY,PAS,6/29/2017,SUBN,NISSA,P,14890,28990,59990,112,883,346406,0554P,O,0400P,0700P,2012,0,14
2513587097,NY,PAS,6/25/2017,SUBN,TOYOT,P,21290,25040,25050,113,113,957895,0545A,F,ALL,ALL,2014,0,98
2514459361,NY,PAS,5/11/2017,SUBN,TOYOT,P,24990,16400,30620,1,0,934492,0940P,F,ALL,ALL,2016,0,14
2527749655,IL,PAS,6/18/2017,DELV,FRUEH,P,10210,17630,17650,17,17,957504,1028P,F,ALL,ALL,2015,0,46
2525112911,NY,PAS,7/3/2017,SDN,TOYOT,P,28680,17320,10620,47,47,958732,0126A,F,ALL,ALL,2005,0,98
2515885186,NY,PAS,6/27/2017,P-U,DODGE,P,0,40404,40404,122,968,1309,1055P,F,ALL,ALL,2016,0,19
2510477186,NY,999,7/10/2017,SDN,MAZDA,P,0,0,0,5,1,160697,0234P,F,ALL,ALL,1997,0,20
2510450871,NY,PAS,6/18/2017,SUBN,INFIN,K,29370,0,0,25,1,161461,0356P,F,ALL,ALL,2015,0,14
2526816180,NY,PAS,6/24/2017,SUBN,TOYOT,S,51090,24690,24740,103,0,620510,0312A,F,0300A,0600A,2018,0,21
2516888274,NY,PAS,7/1/2017,SDN,HONDA,P,25340,21070,21090,113,113,954611,0810P,F,ALL,ALL,2003,0,98
2510467800,NY,PAS,6/25/2017,SUBN,CHEVR,P,14490,10610,15715,0,1,160646,0135P,O,ALL,ALL,2015,0,19
2525382209,NY,PAS,7/4/2017,SUBN,GMC,K,0,0,0,50,2,160573,0407P,,ALL,ALL,2010,0,20
2515726953,NY,PAS,6/14/2017,SDN,HONDA,P,27092,55590,22190,105,105,935609,1220P,O,ALL,ALL,2017,0,46
2518775062,NY,PAS,7/12/2017,SUBN,CHRYS,P,0,0,0,101,101,940915,0518A,F,ALL,ALL,2017,0,14
2474136141,NY,PAS,6/23/2017,SUBN,FORD,X,0,40404,40404,60,985,100247,1125A,O,ALL,ALL,2013,0,14
2527618895,NY,PAS,6/28/2017,SUBN,JEEP,P,28890,43320,11950,47,47,959726,0924A,F,ALL,ALL,2002,0,98
2527165281,NY,PAS,6/9/2017,SDN,DODGE,P,0,0,0,123,123,932302,1136A,,ALL,ALL,2007,0,20
2497186391,NY,PAS,6/19/2017,SDN,LEXUS,X,17390,13113,31710,13,839,111165,1211A,F,1100A,0200P,0,0,21
2511972491,NJ,PAS,7/18/2017,SDN,TOYOT,S,60790,32590,32740,101,0,534917,0852A,O,0830A,1000A,0,0,21
2513841854,NY,PAS,7/10/2017,SDN,NISSA,P,25840,13990,14490,107,107,943958,0700A,F,ALL,ALL,2006,0,40
2515716492,NY,PAS,6/23/2017,SDN,HONDA,P,15990,17790,18140,102,102,958471,0314P,F,ALL,ALL,2013,0,98
2524440056,NY,PAS,6/30/2017,SUBN,NISSA,P,0,40404,40404,75,504,332045,0846A,F,0800A,0930A,2012,0,21
2524767828,NY,PAS,6/5/2017,SDN,ME/BE,P,49230,56630,73380,73,73,960534,0255P,F,ALL,ALL,0,0,20
2523767547,PA,PAS,7/18/2017,SDN,HONDA,S,60390,47490,55690,104,0,103159,0703A,O,ALL,ALL,0,2,40
2469260776,NY,PAS,7/4/2017,SDN,HYUN,P,64151,15635,49295,100,100,960931,0406P,O,ALL,ALL,2006,0,20
2525022415,NY,PAS,7/4/2017,SDN,TOYOT,P,68720,71750,29100,41,41,961833,0445P,F,ALL,ALL,2013,0,20
2479005241,FL,PAS,7/5/2017,P-U,FORD,X,40390,35780,65120,108,0,0,1055A,F,ALL,ALL,0,0,20
2514054509,NY,PAS,6/16/2017,SUBN,ME/BE,P,56090,62700,30240,101,101,952769,0100A,F,ALL,ALL,2007,0,46
2516961287,NY,PAS,6/9/2017,SDN,FORD,P,0,0,0,103,103,958230,1143A,F,ALL,ALL,2010,0,14
2461896101,PA,PAS,6/28/2017,SDN,FORD,P,63820,63120,24620,50,7,0,1150P,O,,,2013,0,98
2525085413,NY,PAS,7/7/2017,SUBN,,P,77150,29320,27990,47,47,959310,1249P,F,ALL,ALL,2008,0,46
2497682015,NY,PAS,6/15/2017,SUBN,MITSU,P,24290,18040,51090,103,103,953023,0130P,O,ALL,ALL,2006,0,14
2527479391,FL,PAS,7/7/2017,SDN,HONDA,P,36380,14080,14130,63,63,952218,0630P,F,ALL,ALL,2013,0,98
2524446428,NY,PAS,7/14/2017,SUBN,TOYOT,P,13630,55830,44330,75,504,332045,0913A,,0900A,1030A,2005,0,21
2525387444,NY,PAS,7/6/2017,SDN,BMW,P,18990,0,0,112,3,160501,1255P,F,ALL,ALL,2012,0,20
2517016470,NY,PAS,6/29/2017,SDN,CHEVR,P,0,6540,0,101,101,953530,0458P,F,ALL,ALL,2015,0,19
2516942554,GA,PAS,6/22/2017,SUBN,FORD,P,35290,31070,31090,101,101,945753,0120A,O,ALL,ALL,0,0,20
2517342443,NY,PAS,6/25/2017,SUBN,HONDA,P,20490,10600,17095,9,804,933662,0515P,F,ALL,ALL,2014,0,20
2524661182,NY,PAS,6/25/2017,SUBN,ME/BE,P,0,0,0,71,71,956328,0245A,,ALL,ALL,2004,0,40
2526816636,NY,999,7/6/2017,SDN,VOLKS,S,18040,58590,0,103,0,580054,0835A,F,0830A,0900A,2014,0,21
2525014740,PA,PAS,6/19/2017,VAN,TOYOT,P,0,40404,40404,41,41,961983,0317A,F,ALL,ALL,0,0,40
2510603081,NY,PAS,6/18/2017,SDN,HYUND,K,0,70068,0,123,5,160674,1000P,,ALL,ALL,2016,0,63
2510677320,NY,OMT,7/9/2017,SUBN,TOYOT,K,34610,11112,0,10,1,160495,1258P,F,ALL,ALL,2017,0,19
2517400781,NY,PAS,7/4/2017,SDN,AUDI,P,10810,10490,13113,32,806,949116,0829A,,ALL,ALL,2006,0,98
2525388588,NY,PAS,6/16/2017,SDN,HONDA,K,0,0,0,110,3,160282,0855A,,ALL,ALL,2013,0,20
2526816612,NY,999,7/5/2017,SUBN,FORD,S,49990,26090,26085,113,0,580054,0958A,F,0930A,1100A,2002,0,21
2527791751,NY,PAS,6/7/2017,SDN,ACURA,P,19890,25670,20490,7,7,931973,0252A,O,ALL,ALL,2005,0,40
2513659493,NY,PAS,6/27/2017,SDN,BMW,P,60810,20390,20490,106,106,959725,0625P,F,ALL,ALL,2007,0,20
2524902495,NY,PAS,6/19/2017,SDN,,P,55960,12550,12550,45,163,950027,0222P,,ALL,ALL,2016,0,20
2514713301,NJ,PAS,6/30/2017,SDN,KIA,X,10010,17290,17310,13,839,111114,1139A,F,1100A,0200P,0,0,21
2514016915,NY,PAS,6/19/2017,SDN,MITSU,P,19790,60190,59025,103,103,932912,0416A,O,ALL,ALL,2003,6,40
2485531781,NY,PAS,6/17/2017,SDN,NISSA,P,27090,20290,30590,34,34,950503,0122A,F,ALL,ALL,2005,0,46
2526810571,NY,PAS,6/18/2017,SDN,JEEP,P,81050,88030,87130,75,75,954586,0731P,O,ALL,ALL,2014,0,46
2526828833,NY,PAS,7/5/2017,SDN,HONDA,S,51090,24790,24840,103,0,688390,0320A,F,0300A,0600A,2017,0,21
2524759832,NY,PAS,5/30/2017,SDN,AUDI,P,56930,73350,41450,75,75,960335,1220P,O,ALL,ALL,2006,0,20
2524766745,NY,PAS,7/2/2017,SDN,INFIN,P,0,40404,40404,73,73,960318,0345A,F,ALL,ALL,2017,0,40
2499892264,NY,PAS,7/2/2017,SUBN,TOYOT,X,50770,70520,12550,43,0,161,1035P,F,ALL,ALL,2016,0,14
2527620582,NY,PAS,7/7/2017,SUBN,TOYOT,P,28320,15620,57320,47,47,934061,0525A,F,ALL,ALL,2016,3,40
2527430148,NY,PAS,6/11/2017,SUBN,,P,14480,35330,35380,61,61,948419,0457P,F,ALL,ALL,2016,0,46
2518783194,NY,PAS,6/30/2017,SDN,TOYOT,P,45095,43090,38340,101,101,944591,1235A,F,ALL,ALL,2010,0,40
2525326431,NC,PAS,6/12/2017,SDN,BUICK,P,12220,0,0,75,3,160488,1118A,F,1100A,1230P,0,0,21
2510604061,NY,PAS,7/10/2017,SDN,BMW,P,0,46850,0,122,65,260098,1217A,F,ALL,ALL,2003,0,63
2527595366,NY,PAS,6/11/2017,SUBN,FORD,P,0,40404,40404,43,43,959328,0830A,F,ALL,ALL,2009,0,98
2523877251,NY,PAS,6/14/2017,SDN,ACURA,P,22890,18510,25908,127,121,948951,0650A,F,ALL,ALL,2001,3,40
2524902513,NY,PAS,6/29/2017,SDN,MAZDA,P,55960,12550,12550,163,163,956669,0607P,F,ALL,ALL,2014,0,20
2510603751,NY,PAS,7/3/2017,SUBN,JEEP,K,0,46850,0,122,5,160324,0449P,,ALL,ALL,2017,0,40
2445973108,NJ,PAS,7/6/2017,SDN,TOYOT,X,26130,56820,52120,40,14,100995,1118A,F,ALL,ALL,0,0,20
2527341550,NY,PAS,7/11/2017,BK,TOYOT,P,29830,90930,43230,76,76,958226,0830P,F,ALL,ALL,2001,0,19
2510442834,FL,PAS,6/20/2017,DELV,INTER,X,34820,26340,78570,41,0,831528,1210A,F,1200A,0300A,0,0,21
2499895484,NY,PAS,6/25/2017,,ACURA,P,70520,66520,50770,43,0,91,1133A,F,ALL,ALL,2010,0,19
2524439965,NY,PAS,6/30/2017,SDN,MAZDA,P,39830,45430,38730,75,504,332045,0813A,F,0800A,0930A,2015,0,21
2512137286,NY,PAS,7/3/2017,SUBN,CHRYS,P,77030,10920,38190,69,801,956556,0905P,F,ALL,ALL,2006,0,14
2523854869,NY,PAS,7/8/2017,SUBN,GMC,P,7040,12550,12550,47,808,945990,0810A,F,ALL,ALL,2004,0,20
2525353721,NY,PAS,6/27/2017,SUBN,HONDA,P,0,0,0,68,4,160110,0921P,F,ALL,ALL,2016,0,40
2469259292,NY,PAS,6/10/2017,SDN,HONDA,P,60790,34190,34240,100,100,957481,1252P,F,,,2013,0,20
2512159853,99,PAS,6/29/2017,SDN,HONDA,P,63150,18950,18950,88,88,962275,1210P,O,ALL,ALL,0,0,46
2469261754,NY,PAS,7/15/2017,SDN,LEXUS,P,0,0,0,100,100,958709,0110A,,ALL,ALL,0,0,40
2510443243,NY,PAS,6/23/2017,SDN,VOLKS,X,10920,54520,60520,41,0,831207,1242A,F,1200A,0300A,2013,0,21
2515964981,NY,PAS,6/29/2017,SDN,ME/BE,X,25645,32625,32625,19,977,668907,1004A,F,1000A,1130A,2016,0,21
2516936876,NY,PAS,7/15/2017,SUBN,CHEVR,P,40870,34540,34590,100,100,955995,0158A,F,ALL,ALL,2016,0,20
2515722071,NY,PAS,7/2/2017,SDN,BMW,P,27050,20735,20790,105,105,926140,0847A,F,ALL,ALL,1997,0,46
2517402233,NY,PAS,6/17/2017,SDN,BMW,P,11710,36370,36390,26,806,936757,0758P,F,ALL,ALL,2010,0,20
2515964177,NY,PAS,6/25/2017,SDN,HYUND,X,25645,32625,32625,19,977,627890,0515P,F,ALL,ALL,2017,0,20
2527179528,NY,PAS,6/24/2017,SUBN,BMW,P,16100,39722,24630,123,123,944935,1242P,F,ALL,ALL,2017,0,14
2523874401,NY,PAS,7/13/2017,SUBN,JEEP,P,0,0,0,121,121,947125,0141P,,ALL,ALL,2001,0,98
2527413926,NY,PAS,6/29/2017,SDN,VOLKS,P,35380,25130,26230,76,70,959948,0834P,O,ALL,ALL,2010,0,46
2514012922,NY,PAS,6/14/2017,SDN,TOYOT,P,24390,40404,40404,103,103,956077,0240A,F,ALL,ALL,2009,0,98
2499884028,NY,PAS,5/14/2017,SUBN,GMC,X,70520,50770,45330,43,0,124,0555P,F,ALL,ALL,0,0,19
2515962800,NY,PAS,6/15/2017,SUBN,LEXUS,X,25645,13113,13113,19,977,828296,1045A,F,1000A,1130A,2016,0,21
2525249497,PA,PAS,6/29/2017,SDN,FORD,P,36470,10610,10810,32,32,941136,1156A,F,1133A,03P,0,0,21
2527490765,NY,PAS,6/10/2017,SUBN,TOYOT,P,36180,73030,14480,63,63,960457,0145A,F,ALL,ALL,2011,0,40
2527354661,NY,PAS,7/14/2017,SUBN,CHEVR,P,28430,64130,32190,76,76,946234,0425A,F,ALL,ALL,2007,0,40
2527597892,NY,PAS,7/1/2017,SUBN,TOYOT,P,49620,28680,28710,47,47,955813,0627A,F,ALL,ALL,2015,0,98
2515733362,NY,PAS,6/9/2017,SUBN,ME/BE,P,27100,20890,53890,105,105,931002,0330A,O,ALL,ALL,2008,0,14
2527616588,NY,PAS,7/5/2017,SDN,ACURA,P,16020,28620,30020,47,47,960466,0204A,F,ALL,ALL,2009,0,46
2515090603,NY,PAS,6/24/2017,SDN,HONDA,P,13610,11310,37630,34,136,950985,0800P,F,ALL,ALL,2017,0,46
2515078807,NY,PAS,6/10/2017,SDN,ME/BE,P,10010,19250,19270,25,136,928421,1016P,F,ALL,ALL,2016,0,46
2514016654,NY,PAS,6/13/2017,SUBN,TOYOT,P,18290,24490,24540,103,103,937723,0945A,F,ALL,ALL,2008,0,14
2460643637,NY,PAS,6/15/2017,SUBN,CHRYS,P,43930,47430,85330,90,90,958714,0850A,F,ALL,ALL,2017,0,98
2516505993,99,PAS,7/11/2017,SDN,VOLKS,S,48930,44930,10785,94,0,611162,1253A,F,1130A,0100P,2015,0,21
2518791154,NY,PAS,7/13/2017,SUBN,FORD,P,45095,59200,43590,101,101,961293,0453A,F,ALL,ALL,2002,5,40
2527356305,NY,PAS,6/19/2017,SDN,NISSA,P,0,0,0,76,76,952561,0315A,,ALL,ALL,2012,0,14
2525405616,NY,PAS,6/25/2017,SUBN,TOYOT,P,13235,0,0,110,3,160201,0507P,,ALL,ALL,2006,0,20
2527343561,NY,PAS,6/13/2017,SDN,TOYOT,P,86730,88730,70830,76,76,946200,0440P,F,ALL,ALL,2016,0,14
2517342534,NY,PAS,7/11/2017,SUBN,DODGE,P,14290,15010,32625,5,804,933662,1105P,F,ALL,ALL,2003,0,20
2497186331,NY,PAS,6/24/2017,SDN,TOYOT,X,17270,12110,12210,13,839,111135,0527A,F,1000P,0700A,2017,0,14
2499897906,NY,PAS,7/5/2017,SDN,TOYOT,P,50770,12550,12550,43,0,39,0820A,O,ALL,ALL,2009,0,19
2518785816,NY,PAS,7/16/2017,SDN,CHEVR,P,0,0,0,101,101,922291,1230P,O,ALL,ALL,2012,0,20
2515962624,NY,PAS,6/17/2017,SUBN,TOYOT,X,25645,45100,32625,19,977,668907,1139A,F,ALL,ALL,2012,0,20
2510604172,NY,PAS,7/4/2017,SDN,NISSA,K,0,0,0,122,4,160098,1230A,,ALL,ALL,2006,0,63
2499897274,PA,PAS,7/2/2017,SUBN,SUBAR,P,59820,50750,29620,43,0,39,0830A,F,ALL,ALL,0,0,19
2469261389,NY,PAS,7/9/2017,SDN,MERCU,P,35290,32590,32640,100,100,961649,0448P,O,ALL,ALL,0,5,40
2513659195,NY,PAS,6/20/2017,SDN,NISSA,P,53790,21540,21540,106,106,946845,0445P,F,ALL,ALL,1999,0,46
2515965095,NY,PAS,6/29/2017,SUBN,TOYOT,X,25645,13113,45100,19,977,668907,1100A,F,1000A,1130A,2009,0,21
2525129418,NY,PAS,6/20/2017,SUBN,TOYOT,P,55960,12550,12550,40,163,953683,0807P,,ALL,ALL,2006,0,63
2492580962,NY,PAS,6/28/2017,SDN,NISSA,P,0,0,0,79,803,954987,1227A,,ALL,ALL,2005,0,20
2446730983,NY,OMS,5/27/2017,SDN,HONDA,F,36510,24690,10610,32,11,949498,0000P,F,ALL,ALL,2016,0,46
2479028641,NY,PAS,6/25/2017,SDN,HONDA,C,33990,22550,49100,120,0,0,0745P,O,ALL,ALL,2006,0,19
2510509497,PA,PAS,6/29/2017,SUBN,LANDS,P,25810,0,0,34,1,260626,1045P,,1000P,0600A,0,0,14
2497179581,NY,PAS,6/29/2017,SUBN,JEEP,X,31740,31715,0,13,839,111114,1129A,F,1100A,0200P,2015,0,21
2513431834,NY,PAS,6/17/2017,SDN,TOYOT,P,20300,22255,29900,120,120,944359,0418P,F,ALL,ALL,2002,0,46
2525331931,NY,PAS,6/3/2017,SUBN,JEEP,P,0,55363,0,110,3,160305,0552P,,ALL,ALL,0,0,20
2526843731,NY,PAS,6/23/2017,SDN,TOYOT,P,19010,10210,10110,23,23,959642,0332A,O,ALL,ALL,2015,5,40
2513388515,NY,PAS,6/10/2017,SUBN,HYUND,P,0,0,0,120,120,957686,0220A,,ALL,ALL,2005,0,14
2513736128,NY,PAS,7/16/2017,SUBN,CHEVR,P,17490,26040,26190,107,107,963214,0145A,F,ALL,ALL,2016,0,40
2515135215,PA,PAS,6/22/2017,SUBN,INFIN,P,41430,57130,81050,75,75,940283,0120A,F,ALL,ALL,0,0,98
2517342844,NY,PAS,6/11/2017,SDN,HONDA,P,17110,12410,20490,1,804,962901,1022P,,ALL,ALL,2011,8,40
2516962152,NY,PAS,6/19/2017,SUBN,FORD,P,0,0,0,103,103,917363,0545A,,ALL,ALL,2003,0,19
2525093598,NY,PAS,7/6/2017,SDN,HONDA,P,64120,28620,67020,47,47,955421,0450A,F,ALL,ALL,2016,0,98
2509820872,PA,PAS,6/25/2016,SUBN,BMW,P,0,0,0,0,502,358867,0134P,F,ALL,ALL,0,0,19
2512161330,NY,PAS,6/29/2017,SUBN,ACURA,P,13490,63130,63430,88,0,957704,1215P,F,ALL,ALL,2016,0,46
2523638553,NY,PAS,7/18/2017,SDN,NISSA,S,22520,9520,22320,48,0,0,1139A,F,1130A,0100P,2011,0,21
2523768746,NY,PAS,7/10/2017,SUBN,TOYOT,S,8880,5130,5280,72,0,610415,0500P,F,ALL,ALL,2015,0,46
2510602886,NY,PAS,7/4/2017,SUBN,TOYOT,K,0,70068,0,123,5,160645,0616P,O,ALL,ALL,2017,0,46
2525351796,NY,PAS,6/20/2017,SDN,INFIN,K,7230,77030,0,62,7,160693,0203P,F,ALL,ALL,2016,0,20
2515965911,NY,PAS,7/12/2017,SDN,TOYOT,X,25645,13113,97920,19,977,627890,0935P,F,ALL,ALL,2010,0,20
2523867177,NY,PAS,7/11/2017,SDN,FORD,P,29150,31420,52875,121,121,925790,1205P,F,ALL,ALL,2016,0,14
2513608941,NY,PAS,6/21/2017,SDN,NISSA,P,19790,54190,66790,103,103,950672,0246P,F,ALL,ALL,2013,0,40
2515727081,NY,PAS,6/23/2017,SUBN,FORD,P,0,0,0,105,105,943147,0952A,,ALL,ALL,2017,0,14
2523681835,NY,PAS,7/17/2017,SDN,NISSA,S,47520,40320,72620,49,0,696005,0744A,F,0730A,0800A,2017,0,21
2515090621,NY,PAS,6/24/2017,SDN,CHRYS,P,13610,11310,37630,34,136,950985,0713P,F,ALL,ALL,2015,0,46
2511422044,NY,PAS,6/29/2018,SDN,HONDA,X,53830,29830,42730,84,837,994287,1043A,F,ALL,ALL,2017,0,46
2510329768,NY,PAS,7/10/2017,SUBN,HONDA,S,51090,45890,26170,105,0,686295,0742A,F,0730A,0800A,2007,0,21
2516873410,NY,PAS,6/18/2017,SDN,NISSA,P,25870,13990,14490,107,107,960986,1156A,F,ALL,ALL,2012,0,98
2513403304,PA,PAS,7/8/2017,SDN,TOYOT,P,42800,28100,25908,120,120,959604,0839P,F,ALL,ALL,2007,0,98
2497184681,PA,PAS,6/18/2017,SDN,TOYOT,X,17390,13113,31710,13,839,111101,0120A,F,ALL,ALL,0,7,40
2515711627,NY,PAS,6/15/2017,,HONDA,P,56350,42000,56660,105,105,953024,1226A,F,ALL,ALL,2002,0,40
2527619077,NY,PAS,7/3/2017,,INFIN,P,17120,30220,11620,47,47,955181,0211P,F,ALL,ALL,2013,0,98
2525157293,NY,PAS,6/28/2017,SUBN,NISSA,P,23520,31620,54420,52,52,961584,0202A,F,ALL,ALL,2017,0,40
2514748461,NY,PAS,6/14/2017,SDN,CHEVR,P,19430,97570,10010,25,805,987830,1158P,F,ALL,ALL,2002,0,46
2516871651,NY,PAS,7/16/2017,SUBN,GMC,P,25600,35780,13290,107,107,959359,1033P,F,ALL,ALL,2016,0,40
2510604250,NY,PAS,7/4/2017,SUBN,TOYOT,K,0,0,0,122,5,160098,1255A,,ALL,ALL,2003,0,63
2514014542,NY,PAS,7/12/2017,SDN,LINCO,P,51090,58590,24040,103,103,958984,1230A,F,ALL,ALL,2004,0,19
2515720965,NY,PAS,6/9/2017,SDN,INFIN,P,27096,22870,22970,105,105,957743,1152P,F,ALL,ALL,2005,0,40
2485531702,NY,PAS,6/17/2017,SDN,HONDA,P,37690,30490,32690,34,34,950503,0107A,F,ALL,ALL,2013,0,46
2515336018,NY,PAS,6/2/2017,SDN,TOYOT,F,60230,93530,54100,83,277,915331,1135A,,1100A,1230P,0,0,21
2515090531,NY,PAS,6/24/2017,SDN,,P,26490,36170,36190,26,136,950905,0935P,F,ALL,ALL,2012,0,46
2514674521,NY,PAS,7/6/2017,SDN,BUICK,P,38000,45050,49876,121,121,938862,0117P,F,ALL,ALL,2012,0,98
2525128029,NY,PAS,7/2/2017,SUBN,GMC,P,55960,12550,12550,45,163,951129,0810P,,ALL,ALL,0,0,63
2403827388,NY,PAS,7/2/2017,SUBN,FORD,X,0,40404,40404,0,0,0,0544P,O,ALL,ALL,2002,0,14
2513717035,NY,PAS,7/11/2017,SDN,NISSA,P,63290,21900,21970,105,105,951045,0950A,F,ALL,ALL,0,0,46
2526830410,NY,PAS,7/3/2017,SDN,CADIL,S,51090,25340,25390,103,0,517533,0308A,F,0300A,0800A,1993,0,21
2524254114,99,PAS,6/8/2017,SDN,TESLA,P,21690,25490,10595,7,876,951952,0645A,F,ALL,ALL,2016,0,14
2518790040,NC,PAS,6/29/2017,TRAC,FRUEH,P,38690,29890,29940,101,101,951544,1042A,O,ALL,ALL,0,0,19
2510449031,NY,PAS,7/8/2017,SDN,HONDA,K,13535,40404,40404,25,1,160507,0230P,F,ALL,ALL,2004,0,98
2510678623,NY,OMT,7/4/2017,SDN,TOYOT,K,11115,409,0,6,1,160632,0522P,F,ALL,ALL,2015,0,98
2526829291,NY,PAS,6/22/2017,SDN,HONDA,S,51090,24740,24790,103,0,620510,0307A,F,0300A,0600A,2004,0,21
2516963082,NY,PAS,6/21/2017,SUBN,FORD,P,25960,18040,18140,103,103,951245,0920P,F,ALL,ALL,2007,5,40
2525407046,NY,PAS,6/21/2017,SDN,TOYOT,K,0,40404,40404,110,3,166186,0850A,O,ALL,ALL,2015,0,20
2526821693,NY,PAS,6/21/2017,SDN,TOYOT,S,31740,35290,65140,101,0,583261,1145A,F,1130A,0100P,2012,0,21
2527582140,NY,PAS,6/22/2017,SDN,VOLKS,P,28170,15620,57320,47,47,960190,0710A,F,ALL,ALL,2006,0,98
2526816106,NY,PAS,6/22/2017,SDN,HONDA,S,51090,25340,25390,103,0,620510,0324A,F,0300A,0600A,2010,0,21
2513610109,NY,PAS,6/9/2017,SUBN,FORD,P,0,0,0,103,103,956171,1115A,,ALL,ALL,2015,0,14
